index,class,path
136,BrownSpot,original/BrownSpot/IMG_20190420_194540.jpg
137,Healthy,original/Healthy/IMG_20190419_161146.jpg
138,LeafBlast,original/LeafBlast/IMG_20190419_132234.jpg
139,Hispa,original/Hispa/IMG_20190424_132331.jpg
140,Healthy,original/Healthy/IMG_20190424_130729.jpg
141,Healthy,original/Healthy/IMG_20190419_114446.jpg
142,LeafBlast,original/LeafBlast/IMG_20190419_132137.jpg
143,Hispa,original/Hispa/IMG_20190419_165635.jpg
144,Healthy,original/Healthy/IMG_20190419_134528.jpg
145,BrownSpot,original/BrownSpot/IMG_5510.jpg
146,LeafBlast,original/LeafBlast/IMG_20190419_100511.jpg
147,Healthy,original/Healthy/IMG_20190419_145419.jpg
148,Hispa,original/Hispa/IMG_20190419_170832.jpg
149,Hispa,original/Hispa/IMG_20190419_163137.jpg
150,Healthy,original/Healthy/IMG_20190424_132254.jpg
151,Hispa,original/Hispa/IMG_20190419_161920.jpg
152,Healthy,original/Healthy/IMG_20190424_125912.jpg
153,Healthy,original/Healthy/IMG_20190419_163940.jpg
154,Hispa,original/Hispa/IMG_20190419_161343.jpg
155,LeafBlast,original/LeafBlast/IMG_20190419_114010.jpg
156,Healthy,original/Healthy/IMG_20190419_124013.jpg
157,LeafBlast,original/LeafBlast/IMG_20190419_172642.jpg
158,LeafBlast,original/LeafBlast/IMG_5494.jpg
159,Healthy,original/Healthy/IMG_3119.jpg
160,Healthy,original/Healthy/IMG_20190424_130417.jpg
161,Healthy,original/Healthy/IMG_20190419_172204.jpg
162,Healthy,original/Healthy/IMG_20190419_171048.jpg
163,Healthy,original/Healthy/IMG_20190419_140906.jpg
164,LeafBlast,original/LeafBlast/IMG_20190419_171028.jpg
165,Healthy,original/Healthy/IMG_20190419_140926.jpg
166,LeafBlast,original/LeafBlast/IMG_20190419_110626.jpg
167,Healthy,original/Healthy/IMG_20190419_102219.jpg
168,BrownSpot,original/BrownSpot/IMG_20190420_195220.jpg
169,Hispa,original/Hispa/IMG_20190419_094308.jpg
170,Hispa,original/Hispa/IMG_20190419_144607.jpg
171,LeafBlast,original/LeafBlast/IMG_20190419_175430.jpg
172,Healthy,original/Healthy/IMG_20190424_134027.jpg
173,Healthy,original/Healthy/IMG_20190424_130821.jpg
174,Healthy,original/Healthy/IMG_20190424_125610.jpg
175,LeafBlast,original/LeafBlast/IMG_20190419_111221.jpg
176,Hispa,original/Hispa/IMG_20190419_161435.jpg
177,BrownSpot,original/BrownSpot/IMG_20190420_195111.jpg
178,Healthy,original/Healthy/IMG_20190424_131433.jpg
179,LeafBlast,original/LeafBlast/IMG_20190419_110059.jpg
180,Healthy,original/Healthy/IMG_20190421_195303.jpg
181,BrownSpot,original/BrownSpot/IMG_20190419_100805.jpg
182,LeafBlast,original/LeafBlast/IMG_20190419_134920.jpg
183,Hispa,original/Hispa/IMG_20190420_194340.jpg
184,Healthy,original/Healthy/IMG_20190419_134645.jpg
185,LeafBlast,original/LeafBlast/IMG_20190419_105819.jpg
186,Healthy,original/Healthy/IMG_20190419_161304.jpg
187,Healthy,original/Healthy/IMG_20190419_165407.jpg
188,Healthy,original/Healthy/IMG_20190420_190927.jpg
189,Healthy,original/Healthy/IMG_20190419_113415.jpg
190,Hispa,original/Hispa/IMG_20190419_174113.jpg
191,Healthy,original/Healthy/IMG_20190419_103013.jpg
192,BrownSpot,original/BrownSpot/IMG_20190420_194605.jpg
193,Hispa,original/Hispa/IMG_20190424_133939.jpg
194,BrownSpot,original/BrownSpot/IMG_3059.jpg
195,Healthy,original/Healthy/IMG_20190419_162759.jpg
196,LeafBlast,original/LeafBlast/IMG_20190419_174410.jpg
197,Healthy,original/Healthy/IMG_20190419_151403.jpg
198,Hispa,original/Hispa/IMG_20190419_165203.jpg
199,Healthy,original/Healthy/IMG_20190419_162711.jpg
200,Healthy,original/Healthy/IMG_20190419_161854.jpg
201,Hispa,original/Hispa/IMG_20190419_162851.jpg
202,BrownSpot,original/BrownSpot/IMG_20190420_200357.jpg
203,Hispa,original/Hispa/IMG_20190419_140138.jpg
204,BrownSpot,original/BrownSpot/IMG_20190420_195444.jpg
205,Healthy,original/Healthy/IMG_20190419_124635.jpg
206,LeafBlast,original/LeafBlast/IMG_2973.jpg
207,Hispa,original/Hispa/IMG_20190419_161427.jpg
208,Hispa,original/Hispa/IMG_20190419_173050.jpg
209,Healthy,original/Healthy/IMG_20190419_114813.jpg
210,LeafBlast,original/LeafBlast/IMG_20190419_100707.jpg
211,Healthy,original/Healthy/IMG_20190419_173122.jpg
212,LeafBlast,original/LeafBlast/IMG_20190420_193141.jpg
213,LeafBlast,original/LeafBlast/IMG_20190419_125504.jpg
214,LeafBlast,original/LeafBlast/IMG_20190419_100652.jpg
215,BrownSpot,original/BrownSpot/IMG_20190420_194827.jpg
216,BrownSpot,original/BrownSpot/IMG_20190420_194248.jpg
217,LeafBlast,original/LeafBlast/IMG_20190419_112353.jpg
218,Healthy,original/Healthy/IMG_20190419_172012.jpg
219,LeafBlast,original/LeafBlast/IMG_20190420_185946.jpg
220,Healthy,original/Healthy/IMG_20190419_134426.jpg
221,BrownSpot,original/BrownSpot/IMG_20190420_185921.jpg
222,LeafBlast,original/LeafBlast/IMG_20190419_111138.jpg
223,Hispa,original/Hispa/IMG_20190419_095421.jpg
224,LeafBlast,original/LeafBlast/IMG_4859.jpg
225,Hispa,original/Hispa/IMG_20190419_123858.jpg
226,Healthy,original/Healthy/IMG_3112.jpg
227,Healthy,original/Healthy/IMG_20190419_094744.jpg
228,Healthy,original/Healthy/IMG_20190424_130049.jpg
229,Healthy,original/Healthy/IMG_20190419_144918.jpg
230,Healthy,original/Healthy/IMG_20190419_141359.jpg
231,BrownSpot,original/BrownSpot/IMG_20190420_193552.jpg
232,Hispa,original/Hispa/IMG_20190419_102334.jpg
233,Healthy,original/Healthy/IMG_20190419_162642.jpg
234,Healthy,original/Healthy/IMG_20190419_144430.jpg
235,Hispa,original/Hispa/IMG_20190424_131806.jpg
236,Healthy,original/Healthy/IMG_20190419_134423.jpg
237,Hispa,original/Hispa/IMG_20190419_141002.jpg
238,Hispa,original/Hispa/IMG_20190419_131458.jpg
239,Healthy,original/Healthy/IMG_20190419_145037.jpg
240,Hispa,original/Hispa/IMG_20190419_173020.jpg
241,LeafBlast,original/LeafBlast/IMG_20190420_195006.jpg
242,Healthy,original/Healthy/IMG_20190420_193304.jpg
243,LeafBlast,original/LeafBlast/IMG_20190419_105527.jpg
244,Healthy,original/Healthy/IMG_20190424_133645.jpg
245,BrownSpot,original/BrownSpot/IMG_20190420_194448.jpg
246,BrownSpot,original/BrownSpot/IMG_20190420_193910.jpg
247,Hispa,original/Hispa/IMG_20190419_165216.jpg
248,LeafBlast,original/LeafBlast/IMG_5482.jpg
249,LeafBlast,original/LeafBlast/IMG_20190420_195007.jpg
250,LeafBlast,original/LeafBlast/IMG_20190419_135823.jpg
251,Healthy,original/Healthy/IMG_20190419_171054.jpg
252,Healthy,original/Healthy/IMG_20190424_125914.jpg
253,LeafBlast,original/LeafBlast/IMG_20190419_135940.jpg
254,LeafBlast,original/LeafBlast/IMG_20190419_135017.jpg
255,Hispa,original/Hispa/IMG_20190419_115032.jpg
256,Healthy,original/Healthy/IMG_20190419_104141.jpg
257,Hispa,original/Hispa/IMG_20190419_165205.jpg
258,Healthy,original/Healthy/IMG_20190424_131550.jpg
259,Hispa,original/Hispa/IMG_20190419_173927.jpg
260,BrownSpot,original/BrownSpot/IMG_4864.jpg
261,LeafBlast,original/LeafBlast/IMG_20190419_145535.jpg
262,Hispa,original/Hispa/IMG_20190419_165158.jpg
263,LeafBlast,original/LeafBlast/IMG_4878.jpg
264,Healthy,original/Healthy/IMG_20190419_113812.jpg
265,BrownSpot,original/BrownSpot/IMG_20190420_194210.jpg
266,Healthy,original/Healthy/IMG_20190419_174457.jpg
267,Hispa,original/Hispa/IMG_20190420_194129.jpg
268,BrownSpot,original/BrownSpot/IMG_20190420_185938.jpg
269,Healthy,original/Healthy/IMG_3201.jpg
270,Healthy,original/Healthy/IMG_20190424_133708.jpg
271,LeafBlast,original/LeafBlast/IMG_20190419_135821.jpg
272,Healthy,original/Healthy/IMG_20190419_162705.jpg
273,Healthy,original/Healthy/IMG_20190424_130206.jpg
274,Healthy,original/Healthy/IMG_20190419_174538.jpg
275,Healthy,original/Healthy/IMG_20190419_162205.jpg
276,Healthy,original/Healthy/IMG_20190419_163943.jpg
277,Healthy,original/Healthy/IMG_20190419_115133.jpg
278,Hispa,original/Hispa/IMG_20190419_123903.jpg
279,LeafBlast,original/LeafBlast/IMG_20190419_112207.jpg
280,LeafBlast,original/LeafBlast/IMG_20190420_185856.jpg
281,LeafBlast,original/LeafBlast/IMG_4871.jpg
282,Hispa,original/Hispa/IMG_20190419_163101.jpg
283,Healthy,original/Healthy/IMG_20190424_130938.jpg
284,LeafBlast,original/LeafBlast/IMG_20190419_173211.jpg
285,LeafBlast,original/LeafBlast/IMG_4885.jpg
286,Healthy,original/Healthy/IMG_20190419_172003.jpg
287,Hispa,original/Hispa/IMG_20190420_195517.jpg
288,Healthy,original/Healthy/IMG_20190424_132215.jpg
289,Healthy,original/Healthy/IMG_20190419_113359.jpg
290,Hispa,original/Hispa/IMG_20190419_163135.jpg
291,BrownSpot,original/BrownSpot/IMG_20190421_195220.jpg
292,Healthy,original/Healthy/IMG_20190419_141526.jpg
293,LeafBlast,original/LeafBlast/IMG_20190419_141243.jpg
294,Hispa,original/Hispa/IMG_20190419_144651.jpg
295,Healthy,original/Healthy/IMG_20190419_134444.jpg
296,BrownSpot,original/BrownSpot/IMG_20190420_194444.jpg
297,Hispa,original/Hispa/IMG_20190419_135755.jpg
298,BrownSpot,original/BrownSpot/IMG_20190420_190227.jpg
299,Hispa,original/Hispa/IMG_20190419_165641.jpg
300,BrownSpot,original/BrownSpot/IMG_3057.jpg
301,Healthy,original/Healthy/IMG_20190419_102920.jpg
302,Healthy,original/Healthy/IMG_20190419_161444.jpg
303,Healthy,original/Healthy/IMG_20190419_172927.jpg
304,Hispa,original/Hispa/IMG_20190419_171129.jpg
305,BrownSpot,original/BrownSpot/IMG_20190420_190201.jpg
306,Healthy,original/Healthy/IMG_20190419_103353.jpg
307,LeafBlast,original/LeafBlast/IMG_20190419_161449.jpg
308,Healthy,original/Healthy/IMG_20190419_141204.jpg
309,BrownSpot,original/BrownSpot/IMG_20190420_193517.jpg
310,LeafBlast,original/LeafBlast/IMG_20190419_172245.jpg
311,BrownSpot,original/BrownSpot/IMG_3176.jpg
312,LeafBlast,original/LeafBlast/IMG_4850.jpg
313,Healthy,original/Healthy/IMG_20190419_112155.jpg
314,LeafBlast,original/LeafBlast/IMG_20190419_112146.jpg
315,BrownSpot,original/BrownSpot/IMG_20190420_194243.jpg
316,Healthy,original/Healthy/IMG_20190419_173412.jpg
317,Healthy,original/Healthy/IMG_20190424_133836.jpg
318,LeafBlast,original/LeafBlast/IMG_20190419_141519.jpg
319,Hispa,original/Hispa/IMG_20190419_100345.jpg
320,Healthy,original/Healthy/IMG_20190424_134013.jpg
321,LeafBlast,original/LeafBlast/IMG_20190419_134544.jpg
322,Hispa,original/Hispa/IMG_20190424_125651.jpg
323,Healthy,original/Healthy/IMG_20190419_165032.jpg
324,LeafBlast,original/LeafBlast/IMG_20190419_113916.jpg
325,Hispa,original/Hispa/IMG_20190419_162052.jpg
326,Healthy,original/Healthy/IMG_20190424_130807.jpg
327,Healthy,original/Healthy/IMG_20190424_131241.jpg
328,LeafBlast,original/LeafBlast/IMG_4872.jpg
329,LeafBlast,original/LeafBlast/IMG_4846.jpg
330,BrownSpot,original/BrownSpot/IMG_20190420_195439_1.jpg
331,Hispa,original/Hispa/IMG_20190419_144626.jpg
332,LeafBlast,original/LeafBlast/IMG_3153.jpg
333,Healthy,original/Healthy/IMG_20190419_164837.jpg
334,Healthy,original/Healthy/IMG_3125.jpg
335,LeafBlast,original/LeafBlast/IMG_4921.jpg
336,Healthy,original/Healthy/IMG_20190419_133829.jpg
337,Healthy,original/Healthy/IMG_20190419_174555.jpg
338,LeafBlast,original/LeafBlast/IMG_20190419_124545.jpg
339,Hispa,original/Hispa/IMG_20190424_125640.jpg
340,Healthy,original/Healthy/IMG_20190419_134619.jpg
341,Healthy,original/Healthy/IMG_20190419_095652.jpg
342,Healthy,original/Healthy/IMG_20190419_173901.jpg
343,BrownSpot,original/BrownSpot/IMG_20190419_095726.jpg
344,LeafBlast,original/LeafBlast/IMG_5491.jpg
345,Hispa,original/Hispa/IMG_20190419_144249.jpg
346,Hispa,original/Hispa/IMG_20190420_200426.jpg
347,BrownSpot,original/BrownSpot/IMG_20190419_161748.jpg
348,BrownSpot,original/BrownSpot/IMG_20190420_185526.jpg
349,Healthy,original/Healthy/IMG_20190419_100536.jpg
350,BrownSpot,original/BrownSpot/IMG_20190419_161024.jpg
351,BrownSpot,original/BrownSpot/IMG_20190420_195008.jpg
352,Healthy,original/Healthy/IMG_20190424_133237.jpg
353,Healthy,original/Healthy/IMG_20190419_135736.jpg
354,Hispa,original/Hispa/IMG_20190419_100832.jpg
355,Hispa,original/Hispa/IMG_20190419_144812.jpg
356,Hispa,original/Hispa/IMG_20190419_140142.jpg
357,Healthy,original/Healthy/IMG_20190419_171231.jpg
358,Healthy,original/Healthy/IMG_20190419_102404.jpg
359,LeafBlast,original/LeafBlast/IMG_20190419_141228.jpg
360,Healthy,original/Healthy/IMG_20190419_172429.jpg
361,BrownSpot,original/BrownSpot/IMG_20190420_195222.jpg
362,Healthy,original/Healthy/IMG_20190419_102348.jpg
363,BrownSpot,original/BrownSpot/IMG_20190420_191238.jpg
364,Healthy,original/Healthy/IMG_20190419_172010.jpg
365,LeafBlast,original/LeafBlast/IMG_20190419_173221.jpg
366,LeafBlast,original/LeafBlast/IMG_20190419_100639.jpg
367,BrownSpot,original/BrownSpot/IMG_20190420_195043.jpg
368,Healthy,original/Healthy/IMG_20190419_112050.jpg
369,Healthy,original/Healthy/IMG_20190424_131410.jpg
370,Healthy,original/Healthy/IMG_20190424_133905.jpg
371,Healthy,original/Healthy/IMG_20190419_172413.jpg
372,LeafBlast,original/LeafBlast/IMG_20190419_172831.jpg
373,LeafBlast,original/LeafBlast/IMG_20190419_113501.jpg
374,Hispa,original/Hispa/IMG_20190419_124822.jpg
375,BrownSpot,original/BrownSpot/IMG_20190419_124201.jpg
376,Healthy,original/Healthy/IMG_20190419_162238.jpg
377,LeafBlast,original/LeafBlast/IMG_20190419_161400.jpg
378,Healthy,original/Healthy/IMG_20190419_175125.jpg
379,Healthy,original/Healthy/IMG_20190419_094825.jpg
380,Healthy,original/Healthy/IMG_20190419_172936.jpg
381,Healthy,original/Healthy/IMG_20190419_100358.jpg
382,Hispa,original/Hispa/IMG_20190419_161439.jpg
383,Healthy,original/Healthy/IMG_20190419_140008.jpg
384,BrownSpot,original/BrownSpot/IMG_20190424_134126.jpg
385,Healthy,original/Healthy/IMG_20190419_103631.jpg
386,Hispa,original/Hispa/IMG_20190419_144854.jpg
387,BrownSpot,original/BrownSpot/IMG_20190420_185541.jpg
388,Healthy,original/Healthy/IMG_20190419_165305.jpg
389,Hispa,original/Hispa/IMG_20190419_161430.jpg
390,BrownSpot,original/BrownSpot/IMG_20190420_185515.jpg
391,Healthy,original/Healthy/IMG_20190424_130054.jpg
392,Healthy,original/Healthy/IMG_20190419_103358.jpg
393,Healthy,original/Healthy/IMG_20190420_200430.jpg
394,LeafBlast,original/LeafBlast/IMG_20190420_190823.jpg
395,Hispa,original/Hispa/IMG_20190424_125654.jpg
396,Healthy,original/Healthy/IMG_20190424_132212.jpg
397,BrownSpot,original/BrownSpot/IMG_20190420_193619.jpg
398,Hispa,original/Hispa/IMG_20190419_173025.jpg
399,Healthy,original/Healthy/IMG_20190419_094820.jpg
400,LeafBlast,original/LeafBlast/IMG_2987.jpg
401,Healthy,original/Healthy/IMG_20190419_172005.jpg
402,Hispa,original/Hispa/IMG_20190419_110512.jpg
403,LeafBlast,original/LeafBlast/IMG_20190419_111123.jpg
404,LeafBlast,original/LeafBlast/IMG_20190419_100547.jpg
405,LeafBlast,original/LeafBlast/IMG_20190419_132102.jpg
406,Healthy,original/Healthy/IMG_20190419_164041.jpg
407,Healthy,original/Healthy/IMG_20190424_133616.jpg
408,LeafBlast,original/LeafBlast/IMG_20190419_170313.jpg
409,Healthy,original/Healthy/IMG_3128.jpg
410,Healthy,original/Healthy/IMG_20190420_194732.jpg
411,Healthy,original/Healthy/IMG_20190419_115105.jpg
412,Hispa,original/Hispa/IMG_20190419_110508.jpg
413,Hispa,original/Hispa/IMG_20190420_194355.jpg
414,BrownSpot,original/BrownSpot/IMG_20190420_195453.jpg
415,Healthy,original/Healthy/IMG_20190419_133901.jpg
416,LeafBlast,original/LeafBlast/IMG_20190419_163934.jpg
417,Hispa,original/Hispa/IMG_20190419_140200.jpg
418,BrownSpot,original/BrownSpot/IMG_20190419_113926.jpg
419,Healthy,original/Healthy/IMG_20190419_094843.jpg
420,BrownSpot,original/BrownSpot/IMG_20190420_193749.jpg
421,LeafBlast,original/LeafBlast/IMG_3114.jpg
422,LeafBlast,original/LeafBlast/IMG_3009.jpg
423,BrownSpot,original/BrownSpot/IMG_20190419_145335.jpg
424,LeafBlast,original/LeafBlast/IMG_4953.jpg
425,Hispa,original/Hispa/IMG_20190419_163050.jpg
426,LeafBlast,original/LeafBlast/IMG_20190419_132301.jpg
427,LeafBlast,original/LeafBlast/IMG_4934.jpg
428,BrownSpot,original/BrownSpot/IMG_20190421_200110.jpg
429,LeafBlast,original/LeafBlast/IMG_20190419_134540.jpg
430,LeafBlast,original/LeafBlast/IMG_5523.jpg
431,Healthy,original/Healthy/IMG_20190424_133656.jpg
432,Healthy,original/Healthy/IMG_20190419_095745.jpg
433,Healthy,original/Healthy/IMG_20190419_164015.jpg
434,BrownSpot,original/BrownSpot/IMG_20190420_194236.jpg
435,Hispa,original/Hispa/IMG_20190419_140209.jpg
436,Healthy,original/Healthy/IMG_20190419_124247.jpg
437,BrownSpot,original/BrownSpot/IMG_20190420_194711.jpg
438,LeafBlast,original/LeafBlast/IMG_4856.jpg
439,Healthy,original/Healthy/IMG_20190419_171250.jpg
440,LeafBlast,original/LeafBlast/IMG_20190419_110249.jpg
441,Hispa,original/Hispa/IMG_20190424_133531.jpg
442,Healthy,original/Healthy/IMG_20190420_194316.jpg
443,Healthy,original/Healthy/IMG_20190424_132059.jpg
444,LeafBlast,original/LeafBlast/IMG_20190419_133926.jpg
445,Hispa,original/Hispa/IMG_20190419_163105.jpg
446,LeafBlast,original/LeafBlast/IMG_2978.jpg
447,Healthy,original/Healthy/IMG_20190424_130731.jpg
448,Healthy,original/Healthy/IMG_3113.jpg
449,Healthy,original/Healthy/IMG_20190419_144836.jpg
450,Healthy,original/Healthy/IMG_20190419_144058.jpg
451,LeafBlast,original/LeafBlast/IMG_20190420_191427.jpg
452,BrownSpot,original/BrownSpot/IMG_20190420_194447.jpg
453,Healthy,original/Healthy/IMG_20190419_163007.jpg
454,BrownSpot,original/BrownSpot/IMG_3047.jpg
455,Hispa,original/Hispa/IMG_20190419_100857.jpg
456,Hispa,original/Hispa/IMG_20190419_172704.jpg
457,Healthy,original/Healthy/IMG_20190419_153046.jpg
458,Healthy,original/Healthy/IMG_20190420_194333.jpg
459,Hispa,original/Hispa/IMG_20190419_131606.jpg
460,Hispa,original/Hispa/IMG_20190419_170919.jpg
461,Hispa,original/Hispa/IMG_20190419_144601.jpg
462,BrownSpot,original/BrownSpot/IMG_20190420_190157.jpg
463,Healthy,original/Healthy/IMG_20190419_163150.jpg
