index,class,path
143,Hispa,preprocessed/Hispa/IMG_20190419_165635.jpg
144,Healthy,preprocessed/Healthy/IMG_20190419_134528.jpg
145,BrownSpot,preprocessed/BrownSpot/IMG_5510.jpg
146,LeafBlast,preprocessed/LeafBlast/IMG_20190419_100511.jpg
147,Healthy,preprocessed/Healthy/IMG_20190419_145419.jpg
148,Hispa,preprocessed/Hispa/IMG_20190419_170832.jpg
149,Hispa,preprocessed/Hispa/IMG_20190419_163137.jpg
150,Healthy,preprocessed/Healthy/IMG_20190424_132254.jpg
151,Hispa,preprocessed/Hispa/IMG_20190419_161920.jpg
152,Healthy,preprocessed/Healthy/IMG_20190424_125912.jpg
153,Healthy,preprocessed/Healthy/IMG_20190419_163940.jpg
154,Hispa,preprocessed/Hispa/IMG_20190419_161343.jpg
155,LeafBlast,preprocessed/LeafBlast/IMG_20190419_114010.jpg
156,Healthy,preprocessed/Healthy/IMG_20190419_124013.jpg
157,LeafBlast,preprocessed/LeafBlast/IMG_20190419_172642.jpg
158,LeafBlast,preprocessed/LeafBlast/IMG_5494.jpg
159,Healthy,preprocessed/Healthy/IMG_3119.jpg
160,Healthy,preprocessed/Healthy/IMG_20190424_130417.jpg
161,Healthy,preprocessed/Healthy/IMG_20190419_172204.jpg
162,Healthy,preprocessed/Healthy/IMG_20190419_171048.jpg
163,Healthy,preprocessed/Healthy/IMG_20190419_140906.jpg
164,LeafBlast,preprocessed/LeafBlast/IMG_20190419_171028.jpg
165,Healthy,preprocessed/Healthy/IMG_20190419_140926.jpg
166,LeafBlast,preprocessed/LeafBlast/IMG_20190419_110626.jpg
167,Healthy,preprocessed/Healthy/IMG_20190419_102219.jpg
168,BrownSpot,preprocessed/BrownSpot/IMG_20190420_195220.jpg
169,Hispa,preprocessed/Hispa/IMG_20190419_094308.jpg
170,Hispa,preprocessed/Hispa/IMG_20190419_144607.jpg
171,LeafBlast,preprocessed/LeafBlast/IMG_20190419_175430.jpg
172,Healthy,preprocessed/Healthy/IMG_20190424_134027.jpg
173,Healthy,preprocessed/Healthy/IMG_20190424_130821.jpg
174,Healthy,preprocessed/Healthy/IMG_20190424_125610.jpg
175,LeafBlast,preprocessed/LeafBlast/IMG_20190419_111221.jpg
176,Hispa,preprocessed/Hispa/IMG_20190419_161435.jpg
177,BrownSpot,preprocessed/BrownSpot/IMG_20190420_195111.jpg
178,Healthy,preprocessed/Healthy/IMG_20190424_131433.jpg
179,LeafBlast,preprocessed/LeafBlast/IMG_20190419_110059.jpg
180,Healthy,preprocessed/Healthy/IMG_20190421_195303.jpg
181,BrownSpot,preprocessed/BrownSpot/IMG_20190419_100805.jpg
182,LeafBlast,preprocessed/LeafBlast/IMG_20190419_134920.jpg
183,Hispa,preprocessed/Hispa/IMG_20190420_194340.jpg
184,Healthy,preprocessed/Healthy/IMG_20190419_134645.jpg
185,LeafBlast,preprocessed/LeafBlast/IMG_20190419_105819.jpg
186,Healthy,preprocessed/Healthy/IMG_20190419_161304.jpg
187,Healthy,preprocessed/Healthy/IMG_20190419_165407.jpg
188,Healthy,preprocessed/Healthy/IMG_20190420_190927.jpg
189,Healthy,preprocessed/Healthy/IMG_20190419_113415.jpg
190,Hispa,preprocessed/Hispa/IMG_20190419_174113.jpg
191,Healthy,preprocessed/Healthy/IMG_20190419_103013.jpg
192,BrownSpot,preprocessed/BrownSpot/IMG_20190420_194605.jpg
193,Hispa,preprocessed/Hispa/IMG_20190424_133939.jpg
194,BrownSpot,preprocessed/BrownSpot/IMG_3059.jpg
195,Healthy,preprocessed/Healthy/IMG_20190419_162759.jpg
196,LeafBlast,preprocessed/LeafBlast/IMG_20190419_174410.jpg
197,Healthy,preprocessed/Healthy/IMG_20190419_151403.jpg
198,Hispa,preprocessed/Hispa/IMG_20190419_165203.jpg
199,Healthy,preprocessed/Healthy/IMG_20190419_162711.jpg
200,Healthy,preprocessed/Healthy/IMG_20190419_161854.jpg
201,Hispa,preprocessed/Hispa/IMG_20190419_162851.jpg
202,BrownSpot,preprocessed/BrownSpot/IMG_20190420_200357.jpg
203,Hispa,preprocessed/Hispa/IMG_20190419_140138.jpg
204,BrownSpot,preprocessed/BrownSpot/IMG_20190420_195444.jpg
205,Healthy,preprocessed/Healthy/IMG_20190419_124635.jpg
206,LeafBlast,preprocessed/LeafBlast/IMG_2973.jpg
207,Hispa,preprocessed/Hispa/IMG_20190419_161427.jpg
208,Hispa,preprocessed/Hispa/IMG_20190419_173050.jpg
209,Healthy,preprocessed/Healthy/IMG_20190419_114813.jpg
210,LeafBlast,preprocessed/LeafBlast/IMG_20190419_100707.jpg
211,Healthy,preprocessed/Healthy/IMG_20190419_173122.jpg
212,LeafBlast,preprocessed/LeafBlast/IMG_20190420_193141.jpg
213,LeafBlast,preprocessed/LeafBlast/IMG_20190419_125504.jpg
214,LeafBlast,preprocessed/LeafBlast/IMG_20190419_100652.jpg
215,BrownSpot,preprocessed/BrownSpot/IMG_20190420_194827.jpg
216,BrownSpot,preprocessed/BrownSpot/IMG_20190420_194248.jpg
217,LeafBlast,preprocessed/LeafBlast/IMG_20190419_112353.jpg
218,Healthy,preprocessed/Healthy/IMG_20190419_172012.jpg
219,LeafBlast,preprocessed/LeafBlast/IMG_20190420_185946.jpg
220,Healthy,preprocessed/Healthy/IMG_20190419_134426.jpg
221,BrownSpot,preprocessed/BrownSpot/IMG_20190420_185921.jpg
222,LeafBlast,preprocessed/LeafBlast/IMG_20190419_111138.jpg
223,Hispa,preprocessed/Hispa/IMG_20190419_095421.jpg
224,LeafBlast,preprocessed/LeafBlast/IMG_4859.jpg
225,Hispa,preprocessed/Hispa/IMG_20190419_123858.jpg
226,Healthy,preprocessed/Healthy/IMG_3112.jpg
227,Healthy,preprocessed/Healthy/IMG_20190419_094744.jpg
228,Healthy,preprocessed/Healthy/IMG_20190424_130049.jpg
229,Healthy,preprocessed/Healthy/IMG_20190419_144918.jpg
230,Healthy,preprocessed/Healthy/IMG_20190419_141359.jpg
231,BrownSpot,preprocessed/BrownSpot/IMG_20190420_193552.jpg
232,Hispa,preprocessed/Hispa/IMG_20190419_102334.jpg
233,Healthy,preprocessed/Healthy/IMG_20190419_162642.jpg
234,Healthy,preprocessed/Healthy/IMG_20190419_144430.jpg
235,Hispa,preprocessed/Hispa/IMG_20190424_131806.jpg
236,Healthy,preprocessed/Healthy/IMG_20190419_134423.jpg
237,Hispa,preprocessed/Hispa/IMG_20190419_141002.jpg
238,Hispa,preprocessed/Hispa/IMG_20190419_131458.jpg
239,Healthy,preprocessed/Healthy/IMG_20190419_145037.jpg
240,Hispa,preprocessed/Hispa/IMG_20190419_173020.jpg
241,LeafBlast,preprocessed/LeafBlast/IMG_20190420_195006.jpg
242,Healthy,preprocessed/Healthy/IMG_20190420_193304.jpg
243,LeafBlast,preprocessed/LeafBlast/IMG_20190419_105527.jpg
244,Healthy,preprocessed/Healthy/IMG_20190424_133645.jpg
245,BrownSpot,preprocessed/BrownSpot/IMG_20190420_194448.jpg
246,BrownSpot,preprocessed/BrownSpot/IMG_20190420_193910.jpg
247,Hispa,preprocessed/Hispa/IMG_20190419_165216.jpg
248,LeafBlast,preprocessed/LeafBlast/IMG_5482.jpg
249,LeafBlast,preprocessed/LeafBlast/IMG_20190420_195007.jpg
250,LeafBlast,preprocessed/LeafBlast/IMG_20190419_135823.jpg
251,Healthy,preprocessed/Healthy/IMG_20190419_171054.jpg
252,Healthy,preprocessed/Healthy/IMG_20190424_125914.jpg
253,LeafBlast,preprocessed/LeafBlast/IMG_20190419_135940.jpg
254,LeafBlast,preprocessed/LeafBlast/IMG_20190419_135017.jpg
255,Hispa,preprocessed/Hispa/IMG_20190419_115032.jpg
256,Healthy,preprocessed/Healthy/IMG_20190419_104141.jpg
257,Hispa,preprocessed/Hispa/IMG_20190419_165205.jpg
258,Healthy,preprocessed/Healthy/IMG_20190424_131550.jpg
259,Hispa,preprocessed/Hispa/IMG_20190419_173927.jpg
260,BrownSpot,preprocessed/BrownSpot/IMG_4864.jpg
261,LeafBlast,preprocessed/LeafBlast/IMG_20190419_145535.jpg
262,Hispa,preprocessed/Hispa/IMG_20190419_165158.jpg
263,LeafBlast,preprocessed/LeafBlast/IMG_4878.jpg
264,Healthy,preprocessed/Healthy/IMG_20190419_113812.jpg
265,BrownSpot,preprocessed/BrownSpot/IMG_20190420_194210.jpg
266,Healthy,preprocessed/Healthy/IMG_20190419_174457.jpg
267,Hispa,preprocessed/Hispa/IMG_20190420_194129.jpg
268,BrownSpot,preprocessed/BrownSpot/IMG_20190420_185938.jpg
269,Healthy,preprocessed/Healthy/IMG_3201.jpg
270,Healthy,preprocessed/Healthy/IMG_20190424_133708.jpg
271,LeafBlast,preprocessed/LeafBlast/IMG_20190419_135821.jpg
272,Healthy,preprocessed/Healthy/IMG_20190419_162705.jpg
273,Healthy,preprocessed/Healthy/IMG_20190424_130206.jpg
274,Healthy,preprocessed/Healthy/IMG_20190419_174538.jpg
275,Healthy,preprocessed/Healthy/IMG_20190419_162205.jpg
276,Healthy,preprocessed/Healthy/IMG_20190419_163943.jpg
277,Healthy,preprocessed/Healthy/IMG_20190419_115133.jpg
278,Hispa,preprocessed/Hispa/IMG_20190419_123903.jpg
279,LeafBlast,preprocessed/LeafBlast/IMG_20190419_112207.jpg
280,LeafBlast,preprocessed/LeafBlast/IMG_20190420_185856.jpg
281,LeafBlast,preprocessed/LeafBlast/IMG_4871.jpg
282,Hispa,preprocessed/Hispa/IMG_20190419_163101.jpg
283,Healthy,preprocessed/Healthy/IMG_20190424_130938.jpg
284,LeafBlast,preprocessed/LeafBlast/IMG_20190419_173211.jpg
285,LeafBlast,preprocessed/LeafBlast/IMG_4885.jpg
286,Healthy,preprocessed/Healthy/IMG_20190419_172003.jpg
287,Hispa,preprocessed/Hispa/IMG_20190420_195517.jpg
288,Healthy,preprocessed/Healthy/IMG_20190424_132215.jpg
289,Healthy,preprocessed/Healthy/IMG_20190419_113359.jpg
290,Hispa,preprocessed/Hispa/IMG_20190419_163135.jpg
291,BrownSpot,preprocessed/BrownSpot/IMG_20190421_195220.jpg
292,Healthy,preprocessed/Healthy/IMG_20190419_141526.jpg
293,LeafBlast,preprocessed/LeafBlast/IMG_20190419_141243.jpg
294,Hispa,preprocessed/Hispa/IMG_20190419_144651.jpg
295,Healthy,preprocessed/Healthy/IMG_20190419_134444.jpg
296,BrownSpot,preprocessed/BrownSpot/IMG_20190420_194444.jpg
297,Hispa,preprocessed/Hispa/IMG_20190419_135755.jpg
298,BrownSpot,preprocessed/BrownSpot/IMG_20190420_190227.jpg
299,Hispa,preprocessed/Hispa/IMG_20190419_165641.jpg
300,BrownSpot,preprocessed/BrownSpot/IMG_3057.jpg
301,Healthy,preprocessed/Healthy/IMG_20190419_102920.jpg
302,Healthy,preprocessed/Healthy/IMG_20190419_161444.jpg
303,Healthy,preprocessed/Healthy/IMG_20190419_172927.jpg
304,Hispa,preprocessed/Hispa/IMG_20190419_171129.jpg
305,BrownSpot,preprocessed/BrownSpot/IMG_20190420_190201.jpg
306,Healthy,preprocessed/Healthy/IMG_20190419_103353.jpg
307,LeafBlast,preprocessed/LeafBlast/IMG_20190419_161449.jpg
308,Healthy,preprocessed/Healthy/IMG_20190419_141204.jpg
309,BrownSpot,preprocessed/BrownSpot/IMG_20190420_193517.jpg
310,LeafBlast,preprocessed/LeafBlast/IMG_20190419_172245.jpg
311,BrownSpot,preprocessed/BrownSpot/IMG_3176.jpg
312,LeafBlast,preprocessed/LeafBlast/IMG_4850.jpg
313,Healthy,preprocessed/Healthy/IMG_20190419_112155.jpg
314,LeafBlast,preprocessed/LeafBlast/IMG_20190419_112146.jpg
315,BrownSpot,preprocessed/BrownSpot/IMG_20190420_194243.jpg
316,Healthy,preprocessed/Healthy/IMG_20190419_173412.jpg
317,Healthy,preprocessed/Healthy/IMG_20190424_133836.jpg
318,LeafBlast,preprocessed/LeafBlast/IMG_20190419_141519.jpg
319,Hispa,preprocessed/Hispa/IMG_20190419_100345.jpg
320,Healthy,preprocessed/Healthy/IMG_20190424_134013.jpg
321,LeafBlast,preprocessed/LeafBlast/IMG_20190419_134544.jpg
322,Hispa,preprocessed/Hispa/IMG_20190424_125651.jpg
323,Healthy,preprocessed/Healthy/IMG_20190419_165032.jpg
324,LeafBlast,preprocessed/LeafBlast/IMG_20190419_113916.jpg
325,Hispa,preprocessed/Hispa/IMG_20190419_162052.jpg
326,Healthy,preprocessed/Healthy/IMG_20190424_130807.jpg
327,Healthy,preprocessed/Healthy/IMG_20190424_131241.jpg
328,LeafBlast,preprocessed/LeafBlast/IMG_4872.jpg
329,LeafBlast,preprocessed/LeafBlast/IMG_4846.jpg
330,BrownSpot,preprocessed/BrownSpot/IMG_20190420_195439_1.jpg
331,Hispa,preprocessed/Hispa/IMG_20190419_144626.jpg
332,LeafBlast,preprocessed/LeafBlast/IMG_3153.jpg
333,Healthy,preprocessed/Healthy/IMG_20190419_164837.jpg
334,Healthy,preprocessed/Healthy/IMG_3125.jpg
335,LeafBlast,preprocessed/LeafBlast/IMG_4921.jpg
336,Healthy,preprocessed/Healthy/IMG_20190419_133829.jpg
337,Healthy,preprocessed/Healthy/IMG_20190419_174555.jpg
338,LeafBlast,preprocessed/LeafBlast/IMG_20190419_124545.jpg
339,Hispa,preprocessed/Hispa/IMG_20190424_125640.jpg
340,Healthy,preprocessed/Healthy/IMG_20190419_134619.jpg
341,Healthy,preprocessed/Healthy/IMG_20190419_095652.jpg
342,Healthy,preprocessed/Healthy/IMG_20190419_173901.jpg
343,BrownSpot,preprocessed/BrownSpot/IMG_20190419_095726.jpg
344,LeafBlast,preprocessed/LeafBlast/IMG_5491.jpg
345,Hispa,preprocessed/Hispa/IMG_20190419_144249.jpg
346,Hispa,preprocessed/Hispa/IMG_20190420_200426.jpg
347,BrownSpot,preprocessed/BrownSpot/IMG_20190419_161748.jpg
348,BrownSpot,preprocessed/BrownSpot/IMG_20190420_185526.jpg
349,Healthy,preprocessed/Healthy/IMG_20190419_100536.jpg
350,BrownSpot,preprocessed/BrownSpot/IMG_20190419_161024.jpg
351,BrownSpot,preprocessed/BrownSpot/IMG_20190420_195008.jpg
352,Healthy,preprocessed/Healthy/IMG_20190424_133237.jpg
353,Healthy,preprocessed/Healthy/IMG_20190419_135736.jpg
354,Hispa,preprocessed/Hispa/IMG_20190419_100832.jpg
355,Hispa,preprocessed/Hispa/IMG_20190419_144812.jpg
356,Hispa,preprocessed/Hispa/IMG_20190419_140142.jpg
357,Healthy,preprocessed/Healthy/IMG_20190419_171231.jpg
358,Healthy,preprocessed/Healthy/IMG_20190419_102404.jpg
359,LeafBlast,preprocessed/LeafBlast/IMG_20190419_141228.jpg
360,Healthy,preprocessed/Healthy/IMG_20190419_172429.jpg
361,BrownSpot,preprocessed/BrownSpot/IMG_20190420_195222.jpg
362,Healthy,preprocessed/Healthy/IMG_20190419_102348.jpg
363,BrownSpot,preprocessed/BrownSpot/IMG_20190420_191238.jpg
364,Healthy,preprocessed/Healthy/IMG_20190419_172010.jpg
365,LeafBlast,preprocessed/LeafBlast/IMG_20190419_173221.jpg
366,LeafBlast,preprocessed/LeafBlast/IMG_20190419_100639.jpg
367,BrownSpot,preprocessed/BrownSpot/IMG_20190420_195043.jpg
368,Healthy,preprocessed/Healthy/IMG_20190419_112050.jpg
369,Healthy,preprocessed/Healthy/IMG_20190424_131410.jpg
370,Healthy,preprocessed/Healthy/IMG_20190424_133905.jpg
371,Healthy,preprocessed/Healthy/IMG_20190419_172413.jpg
372,LeafBlast,preprocessed/LeafBlast/IMG_20190419_172831.jpg
373,LeafBlast,preprocessed/LeafBlast/IMG_20190419_113501.jpg
374,Hispa,preprocessed/Hispa/IMG_20190419_124822.jpg
375,BrownSpot,preprocessed/BrownSpot/IMG_20190419_124201.jpg
376,Healthy,preprocessed/Healthy/IMG_20190419_162238.jpg
377,LeafBlast,preprocessed/LeafBlast/IMG_20190419_161400.jpg
378,Healthy,preprocessed/Healthy/IMG_20190419_175125.jpg
379,Healthy,preprocessed/Healthy/IMG_20190419_094825.jpg
380,Healthy,preprocessed/Healthy/IMG_20190419_172936.jpg
381,Healthy,preprocessed/Healthy/IMG_20190419_100358.jpg
382,Hispa,preprocessed/Hispa/IMG_20190419_161439.jpg
383,Healthy,preprocessed/Healthy/IMG_20190419_140008.jpg
384,BrownSpot,preprocessed/BrownSpot/IMG_20190424_134126.jpg
385,Healthy,preprocessed/Healthy/IMG_20190419_103631.jpg
386,Hispa,preprocessed/Hispa/IMG_20190419_144854.jpg
387,BrownSpot,preprocessed/BrownSpot/IMG_20190420_185541.jpg
388,Healthy,preprocessed/Healthy/IMG_20190419_165305.jpg
389,Hispa,preprocessed/Hispa/IMG_20190419_161430.jpg
390,BrownSpot,preprocessed/BrownSpot/IMG_20190420_185515.jpg
391,Healthy,preprocessed/Healthy/IMG_20190424_130054.jpg
392,Healthy,preprocessed/Healthy/IMG_20190419_103358.jpg
393,Healthy,preprocessed/Healthy/IMG_20190420_200430.jpg
394,LeafBlast,preprocessed/LeafBlast/IMG_20190420_190823.jpg
395,Hispa,preprocessed/Hispa/IMG_20190424_125654.jpg
396,Healthy,preprocessed/Healthy/IMG_20190424_132212.jpg
397,BrownSpot,preprocessed/BrownSpot/IMG_20190420_193619.jpg
398,Hispa,preprocessed/Hispa/IMG_20190419_173025.jpg
399,Healthy,preprocessed/Healthy/IMG_20190419_094820.jpg
400,LeafBlast,preprocessed/LeafBlast/IMG_2987.jpg
401,Healthy,preprocessed/Healthy/IMG_20190419_172005.jpg
402,Hispa,preprocessed/Hispa/IMG_20190419_110512.jpg
403,LeafBlast,preprocessed/LeafBlast/IMG_20190419_111123.jpg
404,LeafBlast,preprocessed/LeafBlast/IMG_20190419_100547.jpg
405,LeafBlast,preprocessed/LeafBlast/IMG_20190419_132102.jpg
406,Healthy,preprocessed/Healthy/IMG_20190419_164041.jpg
407,Healthy,preprocessed/Healthy/IMG_20190424_133616.jpg
408,LeafBlast,preprocessed/LeafBlast/IMG_20190419_170313.jpg
